,id,dim_name,event_name,event_type,main_start_date,gap_start_date,duration,main_duration,gap_duration,Sex
0,0,Existence,Birth,Event,1873.0675515774144,1925.104294679947,52.03674310253281,52.03674310253281,0.0,1
1,1,Existence,Birth,Event,1973.1610503884883,2042.059098287096,68.89804789860752,68.89804789860752,0.0,0
2,2,Existence,Birth,Event,1891.1775280393208,1947.7867465081004,56.60921846877967,56.60921846877967,0.0,1
3,3,Existence,Birth,Event,1932.5024369373623,2009.5761613475968,77.07372441023418,77.07372441023418,0.0,0
4,4,Existence,Birth,Event,1951.2203552360893,2027.5754786559603,76.355123419871,76.355123419871,0.0,0
5,5,Existence,Birth,Event,1846.2519744378012,1929.54997846396,83.29800402615872,83.29800402615872,0.0,0
6,6,Existence,Birth,Event,1885.8702563106488,1972.230586842057,86.36033053140818,86.36033053140818,0.0,0
7,7,Existence,Birth,Event,1843.15716475453,1911.3100532662957,68.15288851176551,68.15288851176551,0.0,0
8,8,Existence,Birth,Event,1850.3906487808404,1951.483655718012,101.09300693717162,101.09300693717162,0.0,1
9,9,Existence,Birth,Event,1934.5442587048003,2039.566733573541,105.02247486874084,105.02247486874084,0.0,1
10,10,Existence,Birth,Event,1838.1311660525048,1930.8470699093384,92.71590385683356,92.71590385683356,0.0,0
11,11,Existence,Birth,Event,1874.543102763324,1966.774540540419,92.2314377770945,92.2314377770945,0.0,1
12,12,Existence,Birth,Event,1867.5451299325184,1954.1233450498817,86.57821511736321,86.57821511736321,0.0,1
13,13,Existence,Birth,Event,1831.3336140998128,1923.0023951823,91.6687810824868,91.6687810824868,0.0,1
14,14,Existence,Birth,Event,1897.827455306356,1933.1325544987271,35.30509919237096,35.30509919237096,0.0,1
15,15,Existence,Birth,Event,1984.236996836168,2025.038640384446,40.801643548277895,40.801643548277895,0.0,0
16,16,Existence,Birth,Event,1883.163875272062,1977.764970903821,94.60109563175892,94.60109563175892,0.0,0
17,17,Existence,Birth,Event,1907.8437573537835,1944.006988800637,36.16323144685335,36.16323144685335,0.0,0
18,18,Existence,Birth,Event,1894.6047039556213,1993.2425447182256,98.63784076260444,98.63784076260444,0.0,0
19,19,Existence,Birth,Event,1908.1085756072537,1971.5210417854755,63.41246617822191,63.41246617822191,0.0,0
20,20,Existence,Birth,Event,1992.0265299839205,2019.2775587138,27.251028729879515,27.251028729879515,0.0,1
21,21,Existence,Birth,Event,1856.339004238418,1950.8024155722724,94.46341133385434,94.46341133385434,0.0,1
22,22,Existence,Birth,Event,1887.4657545660025,1994.9162798048708,107.45052523886832,107.45052523886832,0.0,1
23,23,Existence,Birth,Event,1935.6447032910412,1973.567352639997,37.9226493489555,37.9226493489555,0.0,1
24,24,Existence,Birth,Event,1871.6552840593272,1948.248746195604,76.59346213627637,76.59346213627637,0.0,0
25,25,Existence,Birth,Event,1793.8954907559178,1903.03652848597,109.1410377300521,109.1410377300521,0.0,1
26,26,Existence,Birth,Event,1961.1396786847492,2045.5955734071872,84.45589472243768,84.45589472243768,0.0,0
27,27,Existence,Birth,Event,1799.0034300515078,1908.7626566710649,109.759226619557,109.759226619557,0.0,0
28,28,Existence,Birth,Event,2014.210006567584,2111.362287213145,97.1522806455614,97.1522806455614,0.0,1
29,29,Existence,Birth,Event,1932.1937636923103,2031.9128844102609,99.7191207179506,99.7191207179506,0.0,1
30,30,Existence,Birth,Event,2004.022905828601,2075.5924450318284,71.56953920322714,71.56953920322714,0.0,1
31,31,Existence,Birth,Event,2040.592110641578,2077.535745757668,36.94363511608965,36.94363511608965,0.0,0
32,32,Existence,Birth,Event,2022.9758983842928,2132.0634227426626,109.0875243583699,109.0875243583699,0.0,0
33,33,Existence,Birth,Event,2047.0753095642635,2124.902618829109,77.82730926484632,77.82730926484632,0.0,0
34,34,Existence,Birth,Event,2020.4054857276687,2096.2181119990228,75.81262627135415,75.81262627135415,0.0,1
35,35,Existence,Birth,Event,2029.381526873354,2099.921799117752,70.54027224439817,70.54027224439817,0.0,0
36,36,Existence,Birth,Event,2006.9498933226023,2111.77940967999,104.82951635738736,104.82951635738736,0.0,0
37,37,Existence,Birth,Event,1977.924173185484,2075.35344228394,97.42926909845644,97.42926909845644,0.0,1
38,38,Existence,Birth,Event,1985.8765386891664,2089.2461445131767,103.3696058240101,103.3696058240101,0.0,1
39,39,Existence,Birth,Event,2043.9565543225065,2102.1319726280103,58.17541830550418,58.17541830550418,0.0,1
40,40,Existence,Birth,Event,2018.332681863667,2086.131296664036,67.79861480036938,67.79861480036938,0.0,0
41,41,Existence,Birth,Event,1940.6309691557624,2017.430943301141,76.79997414537837,76.79997414537837,0.0,1
42,42,Existence,Birth,Event,1916.170314673597,1982.892900736229,66.72258606263192,66.72258606263192,0.0,0
43,43,Existence,Birth,Event,2005.496639216689,2111.8096774810624,106.31303826437308,106.31303826437308,0.0,0
44,44,Existence,Birth,Event,1925.028230149939,2006.670245017865,81.64201486792594,81.64201486792594,0.0,1
45,45,Existence,Birth,Event,1948.7896875699028,2040.4060205685892,91.61633299868664,91.61633299868664,0.0,0
46,46,Existence,Birth,Event,1954.0017981225608,2053.0043163322844,99.00251820972376,99.00251820972376,0.0,0
47,47,Existence,Birth,Event,1978.599174497208,2013.925780301914,35.326605804705835,35.326605804705835,0.0,1
48,48,Existence,Birth,Event,2047.7438982316344,2077.6195259261785,29.875627694543965,29.875627694543965,0.0,0
49,49,Existence,Birth,Event,1911.09577190674,1980.793367899565,69.69759599282494,69.69759599282494,0.0,0
50,50,Existence,Birth,Event,1970.673381737888,2044.3048182647012,73.63143652681389,73.63143652681389,0.0,1
51,51,Existence,Birth,Event,2041.218155948461,2107.315204926296,66.09704897783448,66.09704897783448,0.0,1
52,52,Existence,Birth,Event,1857.5048374233209,1933.98611663098,76.48127920765967,76.48127920765967,0.0,0
53,53,Existence,Birth,Event,1894.6705076779156,1962.9900997396112,68.31959206169574,68.31959206169574,0.0,0
54,54,Existence,Birth,Event,1936.7906888957875,2020.8582931001893,84.06760420440202,84.06760420440202,0.0,1
55,55,Existence,Birth,Event,1956.356991724378,1997.158033893144,40.80104216876603,40.80104216876603,0.0,0
56,56,Existence,Birth,Event,1950.66255128285,1970.172607768848,19.510056485998177,19.510056485998177,0.0,0
57,57,Existence,Birth,Event,1839.859565622675,1915.4004195046875,75.54085388201239,75.54085388201239,0.0,0
58,58,Existence,Birth,Event,1857.493630284856,1957.4295984352916,99.93596815043568,99.93596815043568,0.0,1
59,59,Existence,Birth,Event,1849.6567216976837,1926.337592887088,76.68087118940483,76.68087118940483,0.0,0
60,60,Existence,Birth,Event,1862.61684463812,1954.214105568028,91.597260929908,91.597260929908,0.0,0
61,61,Existence,Birth,Event,1850.6334273397745,1941.4194110912547,90.7859837514804,90.7859837514804,0.0,1
62,62,Existence,Birth,Event,1845.0119934594168,1916.3095915159404,71.29759805652323,71.29759805652323,0.0,0
63,63,Existence,Birth,Event,1969.1637865495832,2047.776218069074,78.61243151949093,78.61243151949093,0.0,1
64,64,Existence,Birth,Event,1988.4381150404167,2096.14551836707,107.70740332665304,107.70740332665304,0.0,0
65,65,Existence,Birth,Event,1929.7463074342384,1994.2121793263368,64.4658718920981,64.4658718920981,0.0,1
66,66,Existence,Birth,Event,2018.0770055394464,2064.8459361709456,46.76893063149913,46.76893063149913,0.0,0
67,67,Existence,Birth,Event,1971.4976538209023,2014.5209855754492,43.02333175454683,43.02333175454683,0.0,1
68,68,Existence,Birth,Event,2036.680294954269,2090.6151756302897,53.93488067602112,53.93488067602112,0.0,1
69,69,Existence,Birth,Event,1904.7667489186456,1956.8511991087803,52.08445019013467,52.08445019013467,0.0,1
70,70,Existence,Birth,Event,1823.336995237427,1912.1056827249024,88.76868748747539,88.76868748747539,0.0,1
71,71,Existence,Birth,Event,1867.6261115184784,1907.1764021744143,39.55029065593587,39.55029065593587,0.0,0
72,72,Existence,Birth,Event,1979.5493361657227,2079.997725473794,100.4483893080716,100.4483893080716,0.0,0
73,73,Existence,Birth,Event,1949.5192288865371,2049.8061633242587,100.28693443772124,100.28693443772124,0.0,1
74,74,Existence,Birth,Event,1893.3079327454,1910.946009338064,17.63807659266392,17.63807659266392,0.0,1
75,75,Existence,Birth,Event,1933.320953325174,1998.8074185530368,65.48646522786277,65.48646522786277,0.0,0
76,76,Existence,Birth,Event,2028.8896949317625,2088.4118211857967,59.52212625403424,59.52212625403424,0.0,0
77,77,Existence,Birth,Event,1880.128823915776,1920.381023406948,40.25219949117196,40.25219949117196,0.0,0
78,78,Existence,Birth,Event,1956.6331077977636,2018.472454395768,61.83934659800472,61.83934659800472,0.0,1
79,79,Existence,Birth,Event,1955.484941051483,2012.3000859534689,56.815144901985605,56.815144901985605,0.0,1
80,80,Existence,Birth,Event,2019.025961162024,2029.7736350824264,10.747673920402685,10.747673920402685,0.0,0
81,81,Existence,Birth,Event,2031.0441660326928,2117.5024869676067,86.45832093491393,86.45832093491393,0.0,1
82,82,Existence,Birth,Event,1962.3364915212944,2036.1917294713453,73.85523795005099,73.85523795005099,0.0,0
83,83,Existence,Birth,Event,2024.723604905956,2095.4753427874007,70.75173788144517,70.75173788144517,0.0,0
84,84,Existence,Birth,Event,1937.0115695941145,2025.8098355819195,88.79826598780501,88.79826598780501,0.0,1
85,85,Existence,Birth,Event,1932.8296429393488,1982.868476291136,50.03883335178772,50.03883335178772,0.0,1
86,86,Existence,Birth,Event,2021.2888415810248,2062.482712449057,41.19387086803293,41.19387086803293,0.0,0
87,87,Existence,Birth,Event,1856.5922507644611,1957.6310192139445,101.03876844948311,101.03876844948311,0.0,1
88,88,Existence,Birth,Event,2027.072321613398,2122.34007127863,95.26774966523207,95.26774966523207,0.0,0
89,89,Existence,Birth,Event,1984.6539674960047,2016.6901991691063,32.036231673101696,32.036231673101696,0.0,1
90,90,Existence,Birth,Event,1923.8974676541195,2014.4017069449808,90.50423929086124,90.50423929086124,0.0,1
91,91,Existence,Birth,Event,1895.555318837004,1962.862938149687,67.3076193126829,67.3076193126829,0.0,0
92,92,Existence,Birth,Event,1866.1148832329204,1917.974565912669,51.85968267974869,51.85968267974869,0.0,1
93,93,Existence,Birth,Event,1873.3625345460025,1962.7256273361727,89.36309279017007,89.36309279017007,0.0,1
94,94,Existence,Birth,Event,2047.536672659057,2156.428647549897,108.89197489084005,108.89197489084005,0.0,1
95,95,Existence,Birth,Event,1936.492840469456,1995.5457422216173,59.05290175216177,59.05290175216177,0.0,1
96,96,Existence,Birth,Event,1933.798637282358,2009.505754877694,75.70711759533613,75.70711759533613,0.0,0
97,97,Existence,Birth,Event,1848.4034335869749,1941.7581432074053,93.35470962043034,93.35470962043034,0.0,1
98,98,Existence,Birth,Event,1870.138741045716,1957.9323272316851,87.79358618596918,87.79358618596918,0.0,0
99,99,Existence,Birth,Event,1854.391942440944,1906.072595331676,51.68065289073176,51.68065289073176,0.0,1
100,100,Existence,Birth,Event,1864.4194618071592,1960.090645199942,95.6711833927828,95.6711833927828,0.0,0
101,101,Existence,Birth,Event,1841.647818591716,1907.7133447985452,66.06552620682973,66.06552620682973,0.0,1
102,102,Existence,Birth,Event,1973.0922928012328,2009.635943459744,36.54365065851079,36.54365065851079,0.0,1
103,103,Existence,Birth,Event,2048.1534699588938,2134.984630899942,86.83116094104847,86.83116094104847,0.0,0
104,104,Existence,Birth,Event,1865.3860476388609,1926.0970516770997,60.711004038238826,60.711004038238826,0.0,1
105,105,Existence,Birth,Event,1890.9716429523205,1933.9028884116983,42.93124545937769,42.93124545937769,0.0,1
106,106,Existence,Birth,Event,2030.364895159675,2139.1196135355885,108.7547183759136,108.7547183759136,0.0,0
107,107,Existence,Birth,Event,1973.9229357157053,2019.622150812484,45.69921509677842,45.69921509677842,0.0,1
108,108,Existence,Birth,Event,2048.930430672645,2098.620261884928,49.689831212282826,49.689831212282826,0.0,0
109,109,Existence,Birth,Event,2010.052744027812,2114.3466643762376,104.29392034842569,104.29392034842569,0.0,0
110,110,Existence,Birth,Event,1956.351572023551,2008.686936087862,52.33536406431118,52.33536406431118,0.0,1
111,111,Existence,Birth,Event,1866.591831316406,1958.5909160790532,91.99908476264731,91.99908476264731,0.0,1
112,112,Existence,Birth,Event,1972.170839775789,2018.8121123219,46.64127254611104,46.64127254611104,0.0,1
