,id,dim_name,event_name,event_type,main_start_date,gap_start_date,duration,main_duration,gap_duration,AG_availability,Car_availability,LogIncome,PlaceResidence,PlaceWork,Sex,Urban
0,0,Existence,Birth,Event,1960.3214731567407,2040.754575975125,80.43310281838367,80.43310281838367,0.0,,,,,,0.0,
1,0,DL,NoDL,No Event,1960.3214731567407,1983.717386370952,23.39591321421068,23.39591321421068,0.0,,,,,,,
2,0,DL,DL,Event,1983.717386370952,2040.7545759751245,57.03718960417268,57.03718960417268,0.0,,,,,,,
3,0,Education,NoEducation,No Event,1960.3214731567407,1966.3214731567407,5.999999999999998,5.999999999999998,0.0,,,,,,,
4,0,Education,MandatoryEduc,Event,1966.3214731567407,1975.3214731567407,9.0,9.0,0.0,,,,,,,
5,0,Education,SecondaryEduc,Event,1975.3214731567407,1978.3214731567407,65.43310281838356,3.0,62.43310281838356,,,,,,,
6,0,Employment,NoWork,No Event,1960.3214731567407,1976.2164178404068,15.894944683665804,15.894944683665804,0.0,,,,,,,
7,0,Employment,Work_1,Event,1976.2164178404068,1979.4433785715432,4.14078707581672,3.226960731136424,0.9138263446802954,,,8.566572211441901,,Zurich,,
8,0,Employment,Work_2,Event,1980.357204916224,1985.290480105164,6.002254059939824,4.9332751889401845,1.0689788709996395,,,8.712068060716351,,Zurich,,
9,0,Employment,Work_3,Event,1986.3594589761635,1988.392871656385,2.3835146029885097,2.033412680221437,0.3501019227670723,,,8.911374121698346,,Zurich,,
10,0,Employment,Work_4,Event,1988.742973579152,1991.213570813416,3.235375190787438,2.47059723426368,0.7647779565237584,,,8.86724070088929,,Valais,,
11,0,Employment,Work_5,Event,1991.97834876994,2003.4257653493376,48.77622720518534,11.44741657939805,37.32881062578729,,,9.176988027170196,,Geneva,,
12,0,Residence,Home0,Event,1960.3214731567407,1976.216417840407,15.894944683665845,15.894944683665845,0.0,0.0,0.0,,Bern,,,1.0
13,0,Residence,Home_1,Event,1976.216417840407,1980.357204916224,4.140787075816698,4.140787075816698,0.0,0.0,0.0,,Zurich,,,1.0
14,0,Residence,Home_2,Event,1980.357204916224,1986.3594589761635,6.002254059939843,6.002254059939843,0.0,0.0,0.0,,Zurich,,,1.0
15,0,Residence,Home_3,Event,1986.3594589761635,1988.742973579152,2.383514602988564,2.383514602988564,0.0,1.0,1.0,,Zurich,,,1.0
16,0,Residence,Home_4,Event,1988.742973579152,1991.97834876994,3.2353751907875,3.2353751907875,0.0,0.0,0.0,,Valais,,,1.0
17,0,Residence,Home_5,Event,1991.97834876994,2040.754575975125,48.77622720518513,48.77622720518513,0.0,0.0,0.0,,Geneva,,,1.0
18,1,Existence,Birth,Event,1955.677177312189,2052.592658407061,96.9154810948716,96.9154810948716,0.0,,,,,,0.0,
19,1,DL,NoDL,No Event,1955.677177312189,1974.391577350771,18.71440003858151,18.71440003858151,0.0,,,,,,,
20,1,DL,DL,Event,1974.391577350771,2052.592658407061,78.20108105629014,78.20108105629014,0.0,,,,,,,
21,1,Education,NoEducation,No Event,1955.677177312189,1961.677177312189,6.0,6.0,0.0,,,,,,,
22,1,Education,MandatoryEduc,Event,1961.677177312189,1970.677177312189,90.9154810948716,9.0,81.91548109487161,,,,,,,
23,1,Employment,NoWork,No Event,1955.677177312189,1974.4584806629443,18.78130335075476,18.78130335075476,0.0,,,,,,,
24,1,Employment,Work_1,Event,1974.4584806629443,1974.856949722582,0.6983040993443521,0.3984690596376077,0.2998350397067444,,,9.05500131264992,,Aargau,,
25,1,Employment,Work_2,Event,1975.156784762289,1978.478375945765,3.8225752051900654,3.321591183476244,0.5009840217138225,,,8.790780646576875,,Zurich,,
26,1,Employment,Work_3,Event,1978.9793599674788,1983.614125518872,73.61329843958248,4.63476555139279,68.97853288818969,,,8.575870469692907,,Appenzell_Ausserrhoden,,
27,1,Residence,Home0,Event,1955.677177312189,1974.4584806629443,18.78130335075475,18.78130335075475,0.0,0.0,0.0,,Basel_Landschaft,,,1.0
28,1,Residence,Home_1,Event,1974.4584806629443,1975.156784762289,0.6983040993443281,0.6983040993443281,0.0,0.0,1.0,,Aargau,,,1.0
29,1,Residence,Home_2,Event,1975.156784762289,1978.9793599674788,3.822575205190098,3.822575205190098,0.0,0.0,1.0,,Zurich,,,1.0
30,1,Residence,Home_3,Event,1978.9793599674788,2052.5926584070608,73.61329843958208,73.61329843958208,0.0,0.0,1.0,,Appenzell_Ausserrhoden,,,0.0
31,10,Existence,Birth,Event,2040.0299694146847,2109.878532672143,69.8485632574579,69.8485632574579,0.0,,,,,,0.0,
32,10,DL,NoDL,No Event,2040.0299694146847,2067.4151300617696,27.38516064708416,27.38516064708416,0.0,,,,,,,
33,10,DL,DL,Event,2067.4151300617696,2109.878532672143,42.46340261037351,42.46340261037351,0.0,,,,,,,
34,10,Education,NoEducation,No Event,2040.0299694146847,2046.0299694146847,6.0,6.0,0.0,,,,,,,
35,10,Education,MandatoryEduc,Event,2046.0299694146847,2055.029969414685,9.0,9.0,0.0,,,,,,,
36,10,Education,SecondaryEduc,Event,2055.029969414685,2058.794962842018,5.502545502973809,3.764993427332663,1.7375520756411464,,,,,,,
37,10,Education,TertiaryEduc,Event,2060.5325149176592,2065.4604418001213,49.34601775448412,4.927926882461914,44.418090872022205,,,,,,,
38,10,Employment,NoWork,No Event,2040.0299694146847,2058.396319681202,18.366350266516346,18.366350266516346,0.0,,,,,,,
39,10,Employment,Work_1,Event,2058.396319681202,2058.5141127369147,1.3250948697966254,0.1177930557129836,1.2073018140836418,,,8.35980552872187,,Solothurn,,
